consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,RELATED_FACTORS,DELAY_TO_HOSPITAL,DELAY_TO_SCENE,age,person_type,seating_position,RESTRAINT,SURVIVED,ROLLOVER,AIRBAG,ALCOHOL,DRUGS,related_factors_person_level1,travel_speed,SPEEDING_RELATED,extent_of_damage,body_type,vehicle_removal,MANNER_OF_COLLISION,ROADWAY_SURFACE_CONDITION,FIRST_HARMFUL_EVENT,MOST_HARMFUL_EVENT
260043,163,Four-Way Intersection,3,1,0,4,0,,,43,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,2,12,12
390089,17,Four-Way Intersection,3,10,7,7,0,,,38,1,11,0.50,0,0,0,0,0,0,35,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
100005,3,Not an Intersection,1,1,12,3,0,,0.0,60,1,11,0.50,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
120671,1,Four-Way Intersection,3,10,3,3,0,,,33,1,11,1.00,0,0,0,0,0,0,45,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
370322,119,T-Intersection,1,10,16,7,0,,,40,1,11,1.00,0,0,0,0,0,0,10,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
240316,33,Not an Intersection,3,1,23,1,0,,,28,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,2
370516,87,Not an Intersection,1,1,10,2,0,1.0,0.0,61,1,11,1.00,0,0,1,0,0,0,15,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
480895,321,Four-Way Intersection,1,1,17,3,0,1.0,0.0,40,1,11,1.00,0,0,0,0,0,0,0,0,No Damage,14,Not Towed,6,1,12,12
121821,17,T-Intersection,1,1,11,3,0,,,52,1,11,1.00,0,0,1,0,0,0,55,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
483217,355,Four-Way Intersection,1,1,7,3,14,0.0,0.0,21,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
450251,13,Not an Intersection,3,1,20,4,0,1.0,0.0,18,1,11,1.00,0,0,0,0,0,0,15,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
420469,79,T-Intersection,3,5,22,4,0,-22.0,1.0,53,1,11,1.00,0,0,0,0,0,0,15,0,Minor Damage,14,Not Towed,6,1,12,12
490223,35,Not an Intersection,1,1,14,5,0,,0.0,24,1,11,0.50,0,0,0,0,0,0,998,0,Functional Damage,14,Not Towed,6,1,12,12
40142,15,Four-Way Intersection,3,1,18,3,0,1.0,0.0,69,1,11,1.00,0,0,0,0,0,0,35,0,Functional Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
371155,179,Not an Intersection,1,1,13,3,0,1.0,0.0,58,1,11,1.00,0,0,0,0,0,0,40,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,34
61780,59,Four-Way Intersection,5,1,18,3,0,,,18,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,2
210124,145,Not an Intersection,1,1,14,3,0,1.0,0.0,59,1,11,1.00,0,0,0,0,0,0,47,0,Minor Damage,14,Not Towed,6,1,12,12
450336,19,T-Intersection,1,1,12,3,0,,,51,1,11,1.00,0,0,0,0,0,0,3,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
10544,15,Not an Intersection,1,1,18,3,0,,0.0,19,1,11,1.00,0,0,0,0,0,0,10,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
450625,3,Four-Way Intersection,5,1,21,3,0,0.0,0.0,44,1,11,1.00,0,0,0,0,0,0,40,0,Functional Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
240252,9,Four-Way Intersection,5,1,19,3,0,,0.0,50,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
400291,109,Not an Intersection,1,10,12,4,0,0.0,0.0,77,1,11,1.00,0,0,1,0,0,0,998,0,Functional Damage,4,Towed Not Due to Disabling Damage,6,1,12,12
370698,129,Four-Way Intersection,3,1,20,7,14,1.0,1.0,62,1,11,1.00,0,0,0,0,0,0,15,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
370088,183,Four-Way Intersection,1,10,14,7,0,,0.0,77,1,11,1.00,0,0,0,0,0,0,0,0,Minor Damage,14,Not Towed,6,1,12,12
340493,5,Four-Way Intersection,3,1,23,3,0,-23.0,0.0,19,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
480285,113,Four-Way Intersection,1,2,8,3,0,,,19,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Towed Not Due to Disabling Damage,6,2,12,12
80391,5,T-Intersection,3,1,0,3,0,0.0,0.0,27,1,11,1.00,0,0,1,0,0,0,18,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
80236,1,Four-Way Intersection,1,1,8,3,0,,0.0,37,1,11,1.00,0,0,0,0,0,0,20,0,Functional Damage,14,Not Towed,6,1,12,12
130719,63,Not an Intersection,2,1,22,1,0,1.0,0.0,45,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Not Towed,6,1,12,18
450848,51,Four-Way Intersection,1,1,17,3,0,0.0,0.0,32,1,11,1.00,0,0,1,0,0,0,40,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
210301,1,Four-Way Intersection,1,1,13,3,0,1.0,1.0,55,1,11,1.00,0,0,0,0,0,0,0,0,Minor Damage,14,Not Towed,6,1,12,12
320135,3,Four-Way Intersection,3,2,3,4,14,,1.0,22,1,11,1.00,0,0,0,0,0,0,41,0,Functional Damage,14,Not Towed,6,2,12,12
470853,93,Not an Intersection,1,1,14,1,0,,,53,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
62951,37,Four-Way Intersection,3,10,0,3,0,,,21,1,11,1.00,0,0,1,0,0,0,998,1,Disabling Damage,14,Towed Due to Disabling Damage,6,2,12,12
390353,63,Four-Way Intersection,1,10,11,5,0,0.0,0.0,56,1,11,1.00,0,0,0,0,0,0,20,0,Disabling Damage,14,Towed Due to Disabling Damage,6,2,12,12
60507,99,Not an Intersection,1,1,13,3,0,,,95,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,4,Towed Not Due to Disabling Damage,6,0,12,12
130376,121,Not an Intersection,3,2,4,1,23,,0.0,63,1,11,0.50,0,0,0,0,0,0,998,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,2,12,12
40771,13,Not an Intersection,1,1,12,2,14,1.0,0.0,43,1,11,1.00,0,0,0,0,0,0,65,0,Minor Damage,4,Not Towed,6,1,12,54
61393,75,Four-Way Intersection,3,1,3,3,0,,,34,1,11,0.67,0,0,0,0,0,0,998,0,Functional Damage,4,Not Reported,6,1,12,12
482353,201,T-Intersection,1,1,14,4,0,0.0,0.0,23,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
482865,141,Four-Way Intersection,1,1,12,7,0,1.0,0.0,17,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,14,Not Towed,6,1,12,12
260707,163,Not an Intersection,3,10,7,3,0,,,19,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
121478,103,Four-Way Intersection,1,1,8,4,14,,,40,1,11,1.00,0,0,1,0,0,0,20,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
62642,37,Four-Way Intersection,5,1,16,4,0,,,40,1,11,1.00,0,0,0,0,0,0,15,0,Functional Damage,50,Not Towed,6,1,12,12
450842,79,Four-Way Intersection,1,1,15,3,0,,,68,1,11,1.00,0,0,0,0,0,0,25,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
371252,159,Four-Way Intersection,1,1,15,4,0,,0.0,95,1,11,1.00,0,0,0,0,0,0,15,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
481873,453,Four-Way Intersection,1,1,18,3,0,,,49,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
371061,51,Four-Way Intersection,1,1,15,7,0,0.0,0.0,73,1,11,1.00,0,0,1,0,0,0,22,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
482025,201,Four-Way Intersection,3,1,23,3,0,-23.0,0.0,25,1,11,1.00,0,0,0,0,0,0,0,0,Minor Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
470663,63,Four-Way Intersection,2,1,21,4,0,,,16,1,11,1.00,0,1,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
61024,107,T-Intersection,1,1,12,4,0,,,19,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
210317,163,Four-Way Intersection,4,5,5,3,0,,1.0,22,1,11,0.67,0,0,0,0,0,0,998,0,Minor Damage,16,Not Towed,6,2,12,12
310219,55,Four-Way Intersection,1,1,12,4,0,,,81,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,2,12,12
310050,55,Four-Way Intersection,3,1,1,4,0,,,27,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
240475,510,Four-Way Intersection,3,1,21,4,0,,,27,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
40709,13,Four-Way Intersection,3,1,19,4,0,,,58,1,11,1.00,0,0,0,0,0,0,40,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
50259,67,T-Intersection,1,1,13,6,0,,0.0,27,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,4,Not Towed,6,1,12,12
131298,313,Four-Way Intersection,3,2,20,3,0,0.0,0.0,41,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,14,Towed Not Due to Disabling Damage,6,2,12,12
550112,79,Four-Way Intersection,3,2,0,7,0,,,30,1,11,0.50,0,1,0,0,0,0,999,1,Disabling Damage,14,Towed Due to Disabling Damage,6,2,12,12
121135,93,T-Intersection,1,1,15,3,0,,,45,1,11,1.00,0,0,1,0,0,0,45,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
120047,86,Four-Way Intersection,3,10,23,3,19,,,27,1,11,1.00,0,0,0,0,0,0,20,0,Functional Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
481168,29,Four-Way Intersection,1,2,17,4,0,,,21,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Not Towed,6,2,12,12
240428,1,T-Intersection,1,2,7,3,0,0.0,0.0,43,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,2,12,12
180489,157,Four-Way Intersection,1,1,14,4,0,,,40,1,11,1.00,0,0,0,0,0,0,0,0,Functional Damage,14,Not Towed,6,1,12,12
61364,37,Four-Way Intersection,1,1,18,3,0,,,67,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
310123,55,Not an Intersection,1,1,17,3,0,,,35,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Not Towed,6,1,12,12
170388,19,Four-Way Intersection,1,1,13,4,0,,,48,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
121136,101,Four-Way Intersection,1,10,14,7,0,,,74,1,11,1.00,0,0,0,0,0,0,5,0,Functional Damage,14,Not Towed,6,2,12,12
61713,37,T-Intersection,1,1,12,3,0,,,32,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,6,Not Towed,6,1,12,12
260176,125,Four-Way Intersection,1,1,19,4,0,,0.0,20,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,6,Towed Not Due to Disabling Damage,6,1,12,12
260065,25,Four-Way Intersection,3,1,23,4,0,,0.0,28,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,11,Towed Due to Disabling Damage,6,1,12,12
350091,1,Four-Way Intersection,1,1,12,3,0,,0.0,44,1,11,1.00,0,0,1,0,0,0,998,0,Functional Damage,49,Not Towed,6,1,12,12
121497,86,T-Intersection,1,10,13,7,0,,,43,1,11,1.00,0,0,0,0,0,0,25,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
130858,121,Unknown,2,1,2,3,0,1.0,0.0,26,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
480547,201,Not an Intersection,2,10,20,5,0,,,21,1,11,1.00,0,0,0,0,0,0,0,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
121641,31,T-Intersection,3,1,21,7,0,-21.0,,70,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
170243,201,Four-Way Intersection,1,1,16,3,0,,,43,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
62939,1,Four-Way Intersection,3,1,2,3,0,,,28,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
130444,73,Four-Way Intersection,1,1,8,4,0,1.0,0.0,49,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,5,Towed Due to Disabling Damage,6,1,12,12
120442,86,T-Intersection,2,1,22,7,0,,,33,1,11,1.00,0,0,0,0,0,0,30,0,Disabling Damage,5,Towed Due to Disabling Damage,6,1,12,12
120078,57,Four-Way Intersection,2,1,18,3,0,,,999,1,11,0.50,0,0,0,0,0,0,20,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
390261,25,Four-Way Intersection,1,1,10,3,0,0.0,0.0,41,1,11,0.50,0,0,1,0,0,0,45,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
420755,63,T-Intersection,5,1,19,4,0,,,63,1,11,1.00,0,0,0,0,0,0,999,0,Minor Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
490011,45,Four-Way Intersection,1,2,9,5,14,1.0,0.0,38,1,11,1.00,0,0,1,0,0,0,35,0,Disabling Damage,14,Towed Due to Disabling Damage,6,2,12,12
270107,145,Four-Way Intersection,1,10,16,4,0,0.0,0.0,27,1,11,1.00,0,0,1,0,0,0,998,0,Functional Damage,14,Towed Not Due to Disabling Damage,6,1,12,12
122353,31,Four-Way Intersection,1,1,10,3,0,,,28,1,11,1.00,0,0,1,0,0,0,45,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
340340,7,T-Intersection,3,1,21,3,0,1.0,0.0,17,1,11,0.50,0,0,0,0,0,0,998,0,Not Reported,14,Towed Due to Disabling Damage,6,1,12,12
200198,209,T-Intersection,3,1,22,3,0,0.0,0.0,31,1,11,0.50,0,0,1,0,0,0,998,1,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
210108,111,Not an Intersection,1,1,16,3,0,0.0,0.0,81,1,11,1.00,0,0,0,0,0,0,6,0,Minor Damage,14,Not Towed,6,0,12,12
470255,157,T-Intersection,1,1,7,4,0,,,46,1,11,1.00,0,0,1,0,0,0,0,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
510182,550,Four-Way Intersection,1,1,15,3,0,1.0,0.0,18,1,11,1.00,0,0,0,0,0,0,15,0,Not Reported,14,Towed Not Due to Disabling Damage,6,1,12,12
120344,86,T-Intersection,3,1,5,7,0,,,69,1,11,1.00,0,0,0,0,0,0,30,0,Functional Damage,14,Not Towed,6,1,12,12
510280,87,Four-Way Intersection,1,1,8,3,0,,0.0,29,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
482375,113,Four-Way Intersection,1,1,12,3,0,,,18,1,11,1.00,0,0,0,0,0,0,0,0,Minor Damage,14,Not Towed,6,1,12,12
480294,201,Four-Way Intersection,1,10,8,2,0,1.0,1.0,52,1,11,1.00,0,0,1,0,0,0,998,0,Minor Damage,4,Towed Not Due to Disabling Damage,6,8,12,8
120395,53,T-Intersection,1,1,10,3,0,,,38,1,11,1.00,0,0,1,0,0,0,0,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
120784,86,Four-Way Intersection,1,1,9,7,0,,,46,1,11,1.00,0,0,1,0,0,0,20,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
450553,79,Four-Way Intersection,5,1,18,6,0,1.0,1.0,48,1,11,1.00,0,0,0,0,0,0,999,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
290648,7,Not an Intersection,1,1,7,3,0,,,25,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,14,Not Towed,6,1,12,12
483143,215,Not an Intersection,3,1,21,4,0,,,62,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
170595,43,T-Intersection,1,10,16,3,0,,,36,1,11,1.00,0,0,0,0,0,0,0,0,Minor Damage,14,Not Towed,6,2,12,12
80512,1,Four-Way Intersection,1,1,18,3,0,,,16,1,11,1.00,0,0,1,0,0,0,40,0,Functional Damage,14,Not Towed,6,1,12,12
160002,1,Not an Intersection,1,2,11,3,0,,0.0,67,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,14,Not Towed,6,2,12,12
340271,7,T-Intersection,1,1,14,4,0,,,55,1,11,1.00,0,0,0,0,0,0,998,0,Not Reported,14,Towed Due to Disabling Damage,6,1,12,12
400593,109,Four-Way Intersection,1,1,10,4,0,,,32,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
340190,27,Four-Way Intersection,1,1,11,4,0,0.0,0.0,53,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
310093,55,Four-Way Intersection,3,10,23,3,0,,,20,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,14,Towed Due to Disabling Damage,6,1,12,12
550183,139,Four-Way Intersection,1,10,7,4,0,,,43,1,11,1.00,0,0,0,0,0,0,0,0,Functional Damage,6,Not Towed,6,1,12,12
170629,93,Four-Way Intersection,2,1,23,5,14,,,18,1,11,0.50,0,0,0,0,0,0,0,0,Minor Damage,6,Not Towed,6,1,12,54
122318,21,Four-Way Intersection,1,1,15,4,0,,,40,1,11,1.00,0,0,1,0,0,0,45,0,Disabling Damage,6,Towed Due to Disabling Damage,6,1,12,12
62932,53,Four-Way Intersection,1,1,7,5,0,,,45,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,20,Not Towed,6,1,12,12
121738,95,Four-Way Intersection,3,1,5,3,0,,,999,1,11,0.50,0,0,0,0,0,0,45,0,Disabling Damage,2,Towed Due to Disabling Damage,6,1,12,12
480766,113,T-Intersection,1,1,17,5,0,,,27,1,11,0.50,0,0,0,0,0,0,998,0,Minor Damage,2,Towed Not Due to Disabling Damage,6,1,12,12
481807,277,Four-Way Intersection,1,1,17,3,0,0.0,0.0,50,1,11,0.33,0,0,1,0,0,0,998,0,Disabling Damage,2,Towed Due to Disabling Damage,6,1,12,12
40083,19,Four-Way Intersection,4,1,6,3,0,1.0,0.0,27,1,11,1.00,0,0,0,0,0,0,40,0,Disabling Damage,2,Towed Due to Disabling Damage,6,1,12,12
62325,85,T-Intersection,3,10,22,4,19,,,34,1,11,1.00,0,0,0,0,0,0,0,0,Disabling Damage,2,Towed Due to Disabling Damage,6,2,12,12
180320,97,Not an Intersection,1,10,18,7,14,,,39,1,11,1.00,0,0,0,0,0,0,0,0,Minor Damage,2,Not Towed,6,2,12,54
61262,73,Not an Intersection,1,1,15,2,14,,,19,1,11,1.00,0,0,0,0,0,0,70,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
121195,127,T-Intersection,1,1,7,3,0,,,21,1,11,1.00,0,0,1,0,0,0,15,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
122202,9,Not an Intersection,2,1,4,1,19,,,25,1,11,1.00,0,0,1,0,0,0,70,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,2
340329,11,Four-Way Intersection,3,1,18,5,0,1.0,0.0,39,1,11,1.00,0,1,1,0,0,0,998,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
510689,550,Not an Intersection,2,1,17,3,14,,,23,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
220440,19,Four-Way Intersection,1,10,11,3,0,1.0,0.0,44,1,11,0.50,0,0,0,0,0,0,999,0,Minor Damage,15,Not Towed,6,1,12,12
61144,37,Four-Way Intersection,3,1,2,3,0,,,33,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
482021,453,Four-Way Intersection,1,1,12,3,0,1.0,0.0,41,1,11,0.50,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
80170,31,Not an Intersection,1,1,7,3,0,,,74,1,11,1.00,0,0,0,0,0,0,40,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
481372,329,Four-Way Intersection,3,2,0,3,0,,,30,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,66,Not Towed,6,2,12,12
450457,43,Four-Way Intersection,1,1,14,3,0,1.0,0.0,30,1,11,1.00,0,0,0,0,0,0,45,0,Disabling Damage,63,Towed Due to Disabling Damage,6,1,12,12
482968,3,Four-Way Intersection,2,1,2,3,0,,,57,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,8,12,12
560080,37,Not an Intersection,1,1,11,1,0,,0.0,45,1,11,1.00,0,0,0,0,0,0,45,0,Minor Damage,66,Not Towed,6,1,12,12
410345,59,Not an Intersection,2,10,16,4,0,,1.0,62,1,11,1.00,0,0,0,0,0,0,998,0,Unknown,66,Towed Due to Disabling Damage,6,1,12,12
180054,3,T-Intersection,2,1,21,3,0,,,45,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
481375,135,Not an Intersection,2,1,21,4,0,,,46,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,66,Not Towed,6,0,12,12
390659,77,Four-Way Intersection,1,1,10,3,0,1.0,1.0,55,1,11,1.00,0,0,0,0,0,0,50,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
482853,113,Four-Way Intersection,1,1,9,7,0,,,58,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,66,Not Towed,6,1,12,12
450199,85,Four-Way Intersection,1,1,13,3,0,0.0,0.0,48,1,11,1.00,0,0,0,0,0,0,53,0,Functional Damage,66,Not Towed,6,1,12,12
270274,139,T-Intersection,1,1,11,3,0,,,50,1,11,1.00,0,0,0,0,0,0,55,0,Functional Damage,63,Not Towed,6,1,12,12
130758,135,Not an Intersection,2,1,21,1,0,,1.0,47,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,66,Not Towed,6,1,12,12
61386,107,Not an Intersection,1,1,17,2,0,,,41,1,11,1.00,0,0,0,0,0,0,45,0,Functional Damage,66,Towed Not Due to Disabling Damage,6,1,12,12
480519,453,Four-Way Intersection,2,1,20,2,0,0.0,0.0,38,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
61718,37,Not an Intersection,6,1,19,3,0,,,36,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,63,Not Towed,6,1,12,12
122334,105,T-Intersection,2,10,18,5,0,,,37,1,11,1.00,0,0,0,0,0,0,10,0,No Damage,66,Not Towed,6,1,12,12
510594,179,Not an Intersection,1,2,11,1,0,,,33,1,11,1.00,0,0,0,0,0,0,65,0,Not Reported,66,Towed Not Due to Disabling Damage,6,2,12,12
131194,73,T-Intersection,1,1,11,6,0,1.0,0.0,66,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,66,Towed Due to Disabling Damage,6,1,12,12
390978,113,Four-Way Intersection,2,5,6,3,0,,,42,1,11,1.00,0,0,0,0,0,0,10,0,Minor Damage,63,Not Towed,6,1,12,12
40340,7,Four-Way Intersection,3,10,22,3,14,,,36,1,11,1.00,0,0,0,0,0,0,0,0,Minor Damage,66,Not Towed,6,1,12,54
483215,121,T-Intersection,1,1,11,4,0,0.0,0.0,53,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
130857,63,Four-Way Intersection,2,1,21,3,0,,,42,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
480533,61,Four-Way Intersection,1,1,18,3,0,,,19,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,15,Towed Not Due to Disabling Damage,6,1,12,12
131188,115,Four-Way Intersection,2,1,23,3,0,0.0,0.0,54,1,11,0.50,0,0,1,0,0,0,998,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
130091,303,T-Intersection,1,1,14,7,0,1.0,0.0,19,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,15,Towed Not Due to Disabling Damage,6,1,12,12
510192,710,Four-Way Intersection,1,1,16,98,0,,,46,1,11,1.00,0,0,0,1,0,0,30,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
450911,19,Not an Intersection,1,1,9,4,0,,,54,1,11,1.00,0,0,1,0,0,0,45,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
371229,119,Four-Way Intersection,1,10,12,5,14,1.0,0.0,36,1,11,1.00,0,0,1,0,0,0,0,0,Functional Damage,15,Not Towed,6,1,12,54
420811,71,Four-Way Intersection,1,1,17,99,0,,,18,1,11,1.00,0,0,1,0,0,0,15,0,Functional Damage,15,Towed Not Due to Disabling Damage,6,1,12,12
170702,163,Four-Way Intersection,1,1,11,3,0,,,61,1,11,0.50,0,0,0,0,0,0,998,0,Not Reported,15,Not Towed,6,1,12,12
130682,135,T-Intersection,1,1,14,4,0,1.0,0.0,70,1,11,1.00,0,0,0,0,0,0,998,0,Minor Damage,15,Towed Not Due to Disabling Damage,6,1,12,12
481205,61,T-Intersection,5,1,20,5,0,0.0,0.0,36,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
450853,63,T-Intersection,3,1,18,4,0,0.0,0.0,58,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,15,Towed Due to Disabling Damage,6,1,12,12
62616,29,Not an Intersection,3,1,20,5,0,,,30,1,11,1.00,0,0,0,0,0,0,998,0,Functional Damage,4,Towed Not Due to Disabling Damage,6,1,12,12
260828,163,Four-Way Intersection,3,1,0,4,0,,,48,1,11,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,12
62951,37,Four-Way Intersection,3,10,0,3,0,,,37,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,2,12,12
400085,109,Not an Intersection,3,1,20,3,14,1.0,0.0,28,1,11,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4,Towed Due to Disabling Damage,6,1,12,54
