consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,related_factors,delay_to_hospital,delay_to_scene,age,person_type,seating_position,restraint,survived,rollover,airbag,alcohol,drugs,related_factors_person_level1,travel_speed,speeding_related,extent_of_damage,body_type,vehicle_removal,manner_of_collision,roadway_surface_condition,first_harmful_event,most_harmful_event
210599,19,Not an Intersection,Daylight,Clear,12,Local,0,,0.0,27,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,998,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,53,32
210599,19,Not an Intersection,Daylight,Clear,12,Local,0,,0.0,20,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,0,1,0,0,0,998,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,53,32
210600,31,Not an Intersection,Daylight,Cloudy,15,Principal Arterial – Other Freeways and Expressways,0,1.0,0.0,26,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,1,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,1,1
210600,31,Not an Intersection,Daylight,Cloudy,15,Principal Arterial – Other Freeways and Expressways,0,1.0,0.0,1,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,1,1,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,1,1
210600,31,Not an Intersection,Daylight,Cloudy,15,Principal Arterial – Other Freeways and Expressways,0,1.0,0.0,3,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,1,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,1,1
210601,225,Four-Way Intersection,Dark – Unknown Lighting,Clear,18,Minor Arterial,0,,0.0,60,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,0,1,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
210601,225,Four-Way Intersection,Dark – Unknown Lighting,Clear,18,Minor Arterial,0,,0.0,57,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,1,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
210601,225,Four-Way Intersection,Dark – Unknown Lighting,Clear,18,Minor Arterial,0,,0.0,62,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
210602,151,Four-Way Intersection,Daylight,Cloudy,12,Principal Arterial – Other,0,1.0,0.0,64,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
210602,151,Four-Way Intersection,Daylight,Cloudy,12,Principal Arterial – Other,0,1.0,0.0,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,6,1,12,12
210603,197,Not an Intersection,Daylight,Clear,14,Major Collector,0,1.0,0.0,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,998,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,1,12,12
210603,197,Not an Intersection,Daylight,Clear,14,Major Collector,0,1.0,0.0,29,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,998,0,Disabling Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Due to Disabling Damage,2,1,12,12
210604,5,Not an Intersection,Daylight,Cloudy,13,Major Collector,0,1.0,0.0,1,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,0,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,2,2,12,12
210604,5,Not an Intersection,Daylight,Cloudy,13,Major Collector,0,1.0,0.0,30,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,1,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,2,2,12,12
210604,5,Not an Intersection,Daylight,Cloudy,13,Major Collector,0,1.0,0.0,4,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,2,2,12,12
210604,5,Not an Intersection,Daylight,Cloudy,13,Major Collector,0,1.0,0.0,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,2,2,12,12
210604,5,Not an Intersection,Daylight,Cloudy,13,Major Collector,0,1.0,0.0,24,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,2,2,12,12
210605,111,Not an Intersection,Dark – Not Lighted,Cloudy,3,Principal Arterial – Other,19,0.0,,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,0,0,Functional Damage,Standard Pickup,Not Towed,1,1,12,12
210605,111,Not an Intersection,Dark – Not Lighted,Cloudy,3,Principal Arterial – Other,19,0.0,,54,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,0,0,Functional Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Not Towed,1,1,12,12
210605,111,Not an Intersection,Dark – Not Lighted,Cloudy,3,Principal Arterial – Other,19,0.0,,56,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,1,0,0,998,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,1,1,12,12
210605,111,Not an Intersection,Dark – Not Lighted,Cloudy,3,Principal Arterial – Other,19,0.0,,23,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,0,0,Functional Damage,Standard Pickup,Not Towed,1,1,12,12
210606,139,Not an Intersection,Dark – Not Lighted,Clear,21,Local,0,1.0,0.0,48,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.67,1,0,0,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,42,42
210607,111,T-Intersection,Daylight,Clear,10,Principal Arterial – Other,0,1.0,0.0,44,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Functional Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Not Due to Disabling Damage,6,1,12,12
210607,111,T-Intersection,Daylight,Clear,10,Principal Arterial – Other,0,1.0,0.0,35,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
210607,111,T-Intersection,Daylight,Clear,10,Principal Arterial – Other,0,1.0,0.0,70,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,998,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,6,1,12,12
210608,107,Not an Intersection,Daylight,Clear,15,Minor Collector,0,1.0,1.0,87,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.00,1,0,0,0,0,0,998,0,Minor Damage,"Other Vehicle Type (Includes Go-Cart, Fork-Lift, City Street Sweeper,
Dune/Swamp Buggy, Golf Cart)",Not Towed,6,1,12,12
210608,107,Not an Intersection,Daylight,Clear,15,Minor Collector,0,1.0,1.0,30,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Minor Damage,Minivan,Not Towed,6,1,12,12
210609,29,Not an Intersection,Dark – Lighted,Clear,4,Interstate,15,1.0,0.0,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,1,1,0,0,998,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,14,14
210610,85,Not an Intersection,Dark – Not Lighted,Clear,21,Major Collector,0,,,70,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,35,2
210611,9,Not an Intersection,Daylight,Cloudy,12,Minor Arterial,0,,0.0,20,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,998,1,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,0,2,35,35
210612,197,Not an Intersection,Daylight,Cloudy,16,Major Collector,0,,0.0,14,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,2,12,12
210612,197,Not an Intersection,Daylight,Cloudy,16,Major Collector,0,,0.0,40,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,2,12,12
210612,197,Not an Intersection,Daylight,Cloudy,16,Major Collector,0,,0.0,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,1,0,0,0,998,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,6,2,12,12
210612,197,Not an Intersection,Daylight,Cloudy,16,Major Collector,0,,0.0,15,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,1,0,0,0,998,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,6,2,12,12
210613,211,Not an Intersection,Dark – Not Lighted,Cloudy,1,Minor Arterial,0,1.0,0.0,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,11,42
210613,211,Not an Intersection,Dark – Not Lighted,Cloudy,1,Minor Arterial,0,1.0,0.0,20,Passenger of a Motor Vehicle In-Transport,Front Seat – Middle,0.67,1,0,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,11,42
210613,211,Not an Intersection,Dark – Not Lighted,Cloudy,1,Minor Arterial,0,1.0,0.0,22,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,11,42
210614,219,Not an Intersection,Dark – Not Lighted,Clear,20,Major Collector,0,,0.0,52,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,1,1,0,0,0,73,1,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,0,1,35,1
210615,197,Not an Intersection,Dark – Not Lighted,Clear,20,Major Collector,0,,,43,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,1,0,0,0,998,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,35,42
210615,197,Not an Intersection,Dark – Not Lighted,Clear,20,Major Collector,0,,,28,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,998,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,35,42
210616,195,Not an Intersection,Dark – Not Lighted,Cloudy,21,Major Collector,0,,1.0,68,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,998,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,0,1,35,35
210617,133,Not an Intersection,Dark – Not Lighted,Clear,5,Principal Arterial – Other,0,1.0,1.0,60,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Minor Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Not Towed,8,1,12,12
210617,133,Not an Intersection,Dark – Not Lighted,Clear,5,Principal Arterial – Other,0,1.0,1.0,22,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,998,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,8,1,12,12
210618,71,Not an Intersection,Dark – Unknown Lighting,Cloudy,22,Minor Collector,0,1.0,0.0,23,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,No Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Not Towed,0,1,5,5
210618,71,Not an Intersection,Dark – Unknown Lighting,Cloudy,22,Minor Collector,0,1.0,0.0,23,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,0,0,1,0,0,35,0,No Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Not Towed,0,1,5,5
210619,159,Not an Intersection,Dark – Not Lighted,Rain,0,Local,0,,,999,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,998,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,0,2,34,2
210620,151,Not an Intersection,Dusk,Clear,17,Local,0,1.0,0.0,60,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,998,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,53,42
210621,77,Not an Intersection,Dark – Not Lighted,Clear,2,Minor Collector,0,,,44,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,1,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,21,21
210622,199,Not an Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,0.0,0.0,60,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,43,43
210623,171,Not an Intersection,Dawn,Rain,5,Minor Collector,0,,1.0,31,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,998,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,0,2,34,39
210624,173,T-Intersection,Daylight,Clear,7,Minor Arterial,0,,0.0,1,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,0,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
210624,173,T-Intersection,Daylight,Clear,7,Minor Arterial,0,,0.0,51,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,0,0,0,0,998,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,1,12,12
210624,173,T-Intersection,Daylight,Clear,7,Minor Arterial,0,,0.0,33,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,0,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
210624,173,T-Intersection,Daylight,Clear,7,Minor Arterial,0,,0.0,3,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,0,0,0,0,0,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
210625,61,T-Intersection,Daylight,Cloudy,12,Major Collector,0,,0.0,18,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,24,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,8,12,12
210625,61,T-Intersection,Daylight,Cloudy,12,Major Collector,0,,0.0,84,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,1,0,0,0,59,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,6,2,12,12
210625,61,T-Intersection,Daylight,Cloudy,12,Major Collector,0,,0.0,41,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,59,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,6,2,12,12
210625,61,T-Intersection,Daylight,Cloudy,12,Major Collector,0,,0.0,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,24,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,8,12,12
210626,213,Not an Intersection,Dark – Not Lighted,Clear,17,Minor Collector,0,,0.0,53,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,998,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,0,1,11,59
210627,181,Not an Intersection,Dark – Not Lighted,"Fog, Smog, Smoke",5,Principal Arterial – Other,0,1.0,0.0,45,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,1,1,1,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,2,1,12,12
210627,181,Not an Intersection,Dark – Not Lighted,"Fog, Smog, Smoke",5,Principal Arterial – Other,0,1.0,0.0,45,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,1,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,2,1,12,12
210627,181,Not an Intersection,Dark – Not Lighted,"Fog, Smog, Smoke",5,Principal Arterial – Other,0,1.0,0.0,46,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,2,1,12,12
210628,67,Not an Intersection,Daylight,Cloudy,10,Principal Arterial – Other,0,1.0,1.0,44,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,24,12
210628,67,Not an Intersection,Daylight,Cloudy,10,Principal Arterial – Other,0,1.0,1.0,76,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,24,12
210628,67,Not an Intersection,Daylight,Cloudy,10,Principal Arterial – Other,0,1.0,1.0,73,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,1,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,24,12
210629,13,Not an Intersection,Daylight,Cloudy,16,Local,0,,1.0,70,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,1,0,0,998,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,38,1
210630,111,Not an Intersection,Dark – Not Lighted,Clear,3,Local,14,,,20,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,998,1,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,0,1,8,8
210630,111,Not an Intersection,Dark – Not Lighted,Clear,3,Local,14,,,26,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,1,0,0,998,1,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,0,1,8,8
210631,111,Not an Intersection,Dark – Not Lighted,Clear,4,Local,0,,0.0,25,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,0,0,0,0,0,998,1,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,53,30
210631,111,Not an Intersection,Dark – Not Lighted,Clear,4,Local,0,,0.0,36,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,1,0,0,998,1,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,53,30
210631,111,Not an Intersection,Dark – Not Lighted,Clear,4,Local,0,,0.0,24,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,998,1,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,53,30
210632,85,Not an Intersection,Dark – Not Lighted,Clear,17,Minor Collector,0,0.0,0.0,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
210632,85,Not an Intersection,Dark – Not Lighted,Clear,17,Minor Collector,0,0.0,0.0,3,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
210632,85,Not an Intersection,Dark – Not Lighted,Clear,17,Minor Collector,0,0.0,0.0,39,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,998,0,Disabling Damage,Moped (Motorized Bicycle),Towed Due to Disabling Damage,6,1,12,12
210632,85,Not an Intersection,Dark – Not Lighted,Clear,17,Minor Collector,0,0.0,0.0,5,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,0,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
210632,85,Not an Intersection,Dark – Not Lighted,Clear,17,Minor Collector,0,0.0,0.0,3,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,998,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
210633,29,Four-Way Intersection,Daylight,Clear,17,Minor Arterial,0,0.0,0.0,43,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,6,1,12,12
210633,29,Four-Way Intersection,Daylight,Clear,17,Minor Arterial,0,0.0,0.0,49,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Disabling Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Towed Due to Disabling Damage,6,1,12,12
210634,213,Not an Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,1.0,0.0,37,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,0,0,0,0,998,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,6,1,12,12
210634,213,Not an Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,1.0,0.0,25,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,998,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
210634,213,Not an Intersection,Dark – Not Lighted,Clear,21,Principal Arterial – Other,0,1.0,0.0,29,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,998,0,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,6,1,12,12
210635,35,Not an Intersection,Dark – Not Lighted,Cloudy,22,Major Collector,0,0.0,0.0,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,53,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,42,42
210636,117,Not an Intersection,Daylight,Cloudy,8,Interstate,0,,0.0,36,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,998,0,Unknown,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",Not Towed,7,1,12,12
210636,117,Not an Intersection,Daylight,Cloudy,8,Interstate,0,,0.0,26,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,998,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,7,1,12,12
210637,199,Not an Intersection,Dark – Not Lighted,Clear,19,Major Collector,0,,1.0,29,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,55,0,Functional Damage,Station Wagon (Excluding Van and Truck-Based),Towed Not Due to Disabling Damage,0,1,8,8
210638,43,Not an Intersection,Dark – Not Lighted,Cloudy,0,Local,0,1.0,0.0,40,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,1,0,1,1,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
210638,43,Not an Intersection,Dark – Not Lighted,Cloudy,0,Local,0,1.0,0.0,42,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,1,0,0,0,0,998,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
210639,157,Not an Intersection,Dark – Not Lighted,Clear,17,Principal Arterial – Other,0,0.0,0.0,79,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,50,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,2,1,12,12
210639,157,Not an Intersection,Dark – Not Lighted,Clear,17,Principal Arterial – Other,0,0.0,0.0,83,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,50,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,2,1,12,12
210639,157,Not an Intersection,Dark – Not Lighted,Clear,17,Principal Arterial – Other,0,0.0,0.0,80,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,1,0,1,0,0,0,50,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,2,1,12,12
210639,157,Not an Intersection,Dark – Not Lighted,Clear,17,Principal Arterial – Other,0,0.0,0.0,57,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,1,0,50,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,2,1,12,12
